n,max_N,min_M
2576,9232,1039343
2577,7732,1040843
2578,9232,1039343
2579,11608,1036967
2580,9232,1039343
2581,9232,1039343
2582,5812,1042763
2583,17440,1031135
2584,9232,1039343
2585,8728,1039847
2586,9232,1039343
2587,44224,1004351
2588,4372,1044203
2589,7768,1040807
2590,13120,1035455
2591,39364,1009211
2592,2592,1045983
2593,7780,1040795
2594,9232,1039343
2595,11680,1036895
2596,9232,1039343
2597,9232,1039343
2598,9232,1039343
2599,19744,1028831
2600,2600,1045975
2601,33352,1015223
2602,3904,1044671
2603,11716,1036859
2604,9232,1039343
2605,9232,1039343
2606,9232,1039343
2607,33424,1015151
2608,2608,1045967
2609,7828,1040747
2610,4408,1044167
2611,11752,1036823
2612,2612,1045963
2613,7840,1040735
2614,190996,857579
2615,190996,857579
2616,9232,1039343
2617,9448,1039127
2618,9232,1039343
2619,13264,1035311
2620,9232,1039343
2621,9232,1039343
2622,19924,1028651
2623,59776,988799
2624,9232,1039343
2625,7876,1040699
2626,3940,1044635
2627,11824,1036751
2628,2628,1045947
2629,7888,1040687
2630,5920,1042655
2631,250504,798071
2632,2632,1045943
2633,13336,1035239
2634,3952,1044623
2635,11860,1036715
2636,2968,1045607
2637,7912,1040663
2638,10024,1038551
2639,26728,1021847
2640,9232,1039343
2641,14308,1034267
2642,15064,1033511
2643,15064,1033511
2644,9232,1039343
2645,9232,1039343
2646,5956,1042619
2647,17872,1030703
2648,2648,1045927
2649,8944,1039631
2650,3976,1044599
2651,22660,1025915
2652,4480,1044095
2653,7960,1040615
2654,13444,1035131
2655,40336,1008239
2656,9232,1039343
2657,10096,1038479
2658,3988,1044587
2659,11968,1036607
2660,2660,1045915
2661,7984,1040591
2662,5992,1042583
2663,45520,1003055
2664,9232,1039343
2665,20248,1028327
2666,9232,1039343
2667,12004,1036571
2668,21688,1026887
2669,21688,1026887
2670,21688,1026887
2671,30436,1018139
2672,9232,1039343
2673,9232,1039343
2674,8584,1039991
2675,12040,1036535
2676,9232,1039343
2677,9232,1039343
2678,6784,1041791
2679,18088,1030487
2680,9232,1039343
2681,15280,1033295
2682,9232,1039343
2683,13588,1034987
2684,39364,1009211
2685,39364,1009211
2686,39364,1009211
2687,103336,945239
2688,2688,1045887
2689,14560,1034015
2690,9232,1039343
2691,12112,1036463
2692,2752,1045823
2693,8080,1040495
2694,6064,1042511
2695,18196,1030379
2696,9232,1039343
2697,23056,1025519
2698,9232,1039343
2699,12148,1036427
2700,9232,1039343
2701,9232,1039343
2702,17332,1031243
2703,27376,1021199
2704,4372,1044203
2705,8116,1040459
2706,6856,1041719
2707,12184,1036391
2708,4372,1044203
2709,8128,1040447
2710,9232,1039343
2711,18304,1030271
2712,4372,1044203
2713,9232,1039343
2714,4372,1044203
2715,223072,825503
2716,5812,1042763
2717,8152,1040423
2718,13768,1034807
2719,69712,978863
2720,2720,1045855
2721,8728,1039847
2722,13120,1035455
2723,13120,1035455
2724,39364,1009211
2725,39364,1009211
2726,39364,1009211
2727,95956,952619
2728,2728,1045847
2729,1276936,197285
2730,4096,1044479
2731,12292,1036283
2732,3076,1045499
2733,8200,1040375
2734,9232,1039343
2735,27700,1020875
2736,9232,1039343
2737,8212,1040363
2738,4624,1043951
2739,12328,1036247
2740,9232,1039343
2741,9232,1039343
2742,10420,1038155
2743,18520,1030055
2744,9232,1039343
2745,9268,1039307
2746,9232,1039343
2747,13912,1034663
2748,6964,1041611
2749,8248,1040327
2750,20896,1027679
2751,225988,822587
2752,2752,1045823
2753,9232,1039343
2754,9232,1039343
2755,12400,1036175
2756,9232,1039343
2757,9232,1039343
2758,9232,1039343
2759,18628,1029947
2760,9232,1039343
2761,13984,1034591
2762,9232,1039343
2763,12436,1036139
2764,9232,1039343
2765,9232,1039343
2766,95956,952619
2767,95956,952619
2768,2768,1045807
2769,8308,1040267
2770,10528,1038047
2771,12472,1036103
2772,2772,1045803
2773,8320,1040255
2774,6244,1042331
2775,18736,1029839
2776,9232,1039343
2777,9376,1039199
2778,9232,1039343
2779,26728,1021847
2780,9232,1039343
2781,9232,1039343
2782,15856,1032719
2783,42280,1006295
2784,2784,1045791
2785,23812,1024763
2786,4180,1044395
2787,12544,1036031
2788,9232,1039343
2789,9232,1039343
2790,9232,1039343
2791,80512,968063
2792,2792,1045783
2793,21220,1027355
2794,4192,1044383
2795,15928,1032647
2796,3544,1045031
2797,8392,1040183
2798,9448,1039127
2799,71764,976811
2800,9232,1039343
2801,8404,1040171
2802,45520,1003055
2803,45520,1003055
2804,9232,1039343
2805,9232,1039343
2806,9232,1039343
2807,18952,1029623
2808,9232,1039343
2809,21688,1026887
2810,9232,1039343
2811,40552,1008023
2812,250504,798071
2813,250504,798071
2814,250504,798071
2815,144340,904235
2816,2816,1045759
2817,9232,1039343
2818,9232,1039343
2819,12688,1035887
2820,2820,1045755
2821,8464,1040111
2822,6352,1042223
2823,19060,1029515
2824,9232,1039343
2825,14308,1034267
2826,9232,1039343
2827,39364,1009211
2828,9232,1039343
2829,9232,1039343
2830,9556,1039019
2831,28672,1019903
2832,2832,1045743
2833,9232,1039343
2834,8080,1040495
2835,12760,1035815
2836,2836,1045739
2837,8512,1040063
2838,9232,1039343
2839,19168,1029407
2840,2840,1045735
2841,12148,1036427
2842,4264,1044311
2843,138400,910175
2844,4804,1043771
2845,8536,1040039
2846,14416,1034159
2847,43252,1005323
2848,2848,1045727
2849,8548,1040027
2850,4276,1044299
2851,12832,1035743
2852,3616,1044959
2853,8560,1040015
2854,6424,1042151
2855,21688,1026887
2856,2856,1045719
2857,32560,1016015
2858,4288,1044287
2859,12868,1035707
2860,3220,1045355
2861,8584,1039991
2862,9664,1038911
2863,28996,1019579
2864,2864,1045711
2865,8596,1039979
2866,4840,1043735
2867,12904,1035671
2868,2868,1045707
2869,8608,1039967
2870,39364,1009211
2871,39364,1009211
2872,9232,1039343
2873,1276936,197285
2874,9232,1039343
2875,14560,1034015
2876,9232,1039343
2877,9232,1039343
2878,41524,1007051
2879,65608,982967
2880,2880,1045695
2881,8644,1039931
2882,9232,1039343
2883,12976,1035599
2884,2884,1045691
2885,8656,1039919
2886,6496,1042079
2887,24676,1023899
2888,2888,1045687
2889,14632,1033943
2890,4336,1044239
2891,13012,1035563
2892,3256,1045319
2893,8680,1039895
2894,10996,1037579
2895,29320,1019255
2896,2896,1045679
2897,9232,1039343
2898,24784,1023791
2899,24784,1023791
2900,2900,1045675
2901,8704,1039871
2902,9232,1039343
2903,19600,1028975
2904,2904,1045671
2905,9808,1038767
2906,4360,1044215
2907,22084,1026491
2908,4912,1043663
2909,8728,1039847
2910,14740,1033835
2911,44224,1004351
2912,9232,1039343
2913,95956,952619
2914,4372,1044203
2915,13120,1035455
2916,2916,1045659
2917,8752,1039823
2918,6568,1042007
2919,250504,798071
2920,9232,1039343
2921,22192,1026383
2922,9232,1039343
2923,13156,1035419
2924,9232,1039343
2925,9232,1039343
2926,9880,1038695
2927,33352,1015223
2928,9232,1039343
2929,9232,1039343
2930,4948,1043627
2931,13192,1035383
2932,9232,1039343
2933,9232,1039343
2934,9232,1039343
2935,19816,1028759
2936,4192,1044383
2937,25108,1023467
2938,4408,1044167
2939,80512,968063
2940,11176,1037399
2941,11176,1037399
2942,190996,857579
2943,190996,857579
2944,2944,1045631
2945,9448,1039127
2946,9232,1039343
2947,13264,1035311
2948,9232,1039343
2949,9232,1039343
2950,9232,1039343
2951,19924,1028651
2952,2952,1045623
2953,345544,703031
2954,4432,1044143
2955,18952,1029623
2956,3328,1045247
2957,8872,1039703
2958,9988,1038587
2959,29968,1018607
2960,2960,1045615
2961,8884,1039691
2962,7504,1041071
2963,13336,1035239
2964,2964,1045611
2965,8896,1039679
2966,9232,1039343
2967,20032,1028543
2968,2968,1045607
2969,10024,1038551
2970,4456,1044119
2971,33856,1014719
2972,14308,1034267
2973,14308,1034267
2974,15064,1033511
2975,50848,997727
2976,2976,1045599
2977,9232,1039343
2978,4468,1044107
2979,13408,1035167
2980,8080,1040495
2981,8944,1039631
2982,8080,1040495
2983,22660,1025915
2984,2984,1045591
2985,51028,997547
2986,4480,1044095
2987,13444,1035131
2988,4264,1044311
2989,8968,1039607
2990,10096,1038479
2991,30292,1018283
2992,2992,1045583
2993,8980,1039595
2994,5056,1043519
2995,13480,1035095
2996,2996,1045579
2997,8992,1039583
2998,11392,1037183
2999,20248,1028327
3000,3000,1045575
3001,10132,1038443
3002,4504,1044071
3003,15208,1033367
3004,21688,1026887
3005,21688,1026887
3006,22840,1025735
3007,250504,798071
3008,9232,1039343
3009,9028,1039547
3010,8584,1039991
3011,13552,1035023
3012,3012,1045563
3013,9040,1039535
3014,6784,1041791
3015,28996,1019579
3016,9232,1039343
3017,15280,1033295
3018,9232,1039343
3019,13588,1034987
3020,9232,1039343
3021,9232,1039343
3022,39364,1009211
3023,39364,1009211
3024,9232,1039343
3025,9232,1039343
3026,14560,1034015
3027,14560,1034015
3028,9232,1039343
3029,9232,1039343
3030,65608,982967
3031,65608,982967
3032,3032,1045543
3033,10240,1038335
3034,4552,1044023
3035,23056,1025519
3036,5128,1043447
3037,9112,1039463
3038,25972,1022603
3039,46168,1002407
3040,9232,1039343
3041,17332,1031243
3042,9232,1039343
3043,13696,1034879
3044,3044,1045531
3045,9136,1039439
3046,6856,1041719
3047,34720,1013855
3048,9232,1039343
3049,250504,798071
3050,9232,1039343
3051,26080,1022495
3052,9232,1039343
3053,9232,1039343
3054,10312,1038263
3055,223072,825503
3056,4372,1044203
3057,9232,1039343
3058,5812,1042763
3059,13768,1034807
3060,4372,1044203
3061,9184,1039391
3062,8728,1039847
3063,20680,1027895
3064,13120,1035455
3065,44224,1004351
3066,13120,1035455
3067,17476,1031099
3068,39364,1009211
3069,39364,1009211
3070,118096,930479
3071,1276936,197285
3072,3072,1045503
3073,9232,1039343
3074,9232,1039343
3075,13840,1034735
3076,3076,1045499
3077,9232,1039343
3078,6928,1041647
3079,20788,1027787
3080,3080,1045495
3081,15604,1032971
3082,4624,1043951
3083,13876,1034699
3084,3472,1045103
3085,9256,1039319
3086,10420,1038155
3087,31264,1017311
3088,9232,1039343
3089,9268,1039307
3090,7828,1040747
3091,13912,1034663
3092,9232,1039343
3093,9280,1039295
3094,6964,1041611
3095,20896,1027679
3096,9232,1039343
3097,190996,857579
3098,9232,1039343
3099,67048,981527
3100,9232,1039343
3101,9304,1039271
3102,15712,1032863
3103,59668,988907
3104,9232,1039343
3105,9316,1039259
3106,9232,1039343
3107,13984,1034591
3108,3940,1044635
3109,9328,1039247
3110,7000,1041575
3111,23632,1024943
3112,9232,1039343
3113,95956,952619
3114,9232,1039343
3115,14020,1034555
3116,3508,1045067
3117,9352,1039223
3118,10528,1038047
3119,31588,1016987
3120,9232,1039343
3121,9364,1039211
3122,5272,1043303
3123,14056,1034519
3124,9232,1039343
3125,9376,1039199
3126,26728,1021847
3127,26728,1021847
3128,9232,1039343
3129,14308,1034267
3130,9232,1039343
3131,15856,1032719
3132,9232,1039343
3133,9400,1039175
3134,23812,1024763
3135,71440,977135
3136,3136,1045439
3137,9412,1039163
3138,4708,1043867
3139,14128,1034447
3140,9232,1039343
3141,9424,1039151
3142,9232,1039343
3143,21220,1027355
3144,3144,1045431
3145,15928,1032647
3146,4720,1043855
3147,14164,1034411
3148,3544,1045031
3149,9448,1039127
3150,11968,1036607
3151,31912,1016663
3152,3152,1045423
3153,9460,1039115
3154,45520,1003055
3155,45520,1003055
3156,3156,1045419
3157,9472,1039103
3158,9232,1039343
3159,21328,1027247
3160,9232,1039343
3161,21688,1026887
3162,9232,1039343
3163,40552,1008023
3164,9232,1039343
3165,9496,1039079
3166,250504,798071
3167,250504,798071
3168,3168,1045407
3169,12040,1036535
3170,9232,1039343
3171,14272,1034303
3172,9232,1039343
3173,9520,1039055
3174,9232,1039343
3175,695464,353111
3176,3176,1045399
3177,24136,1024439
3178,4768,1043807
3179,14308,1034267
3180,39364,1009211
3181,39364,1009211
3182,39364,1009211
3183,40804,1007771
3184,9232,1039343
3185,9556,1039019
3186,9232,1039343
3187,14344,1034231
3188,9232,1039343
3189,9568,1039007
3190,8080,1040495
3191,21544,1027031
3192,9232,1039343
3193,18196,1030379
3194,9232,1039343
3195,16180,1032395
3196,12148,1036427
3197,12148,1036427
3198,36448,1012127
3199,138400,910175
3200,3200,1045375
3201,17332,1031243
3202,4804,1043771
3203,14416,1034159
3204,4372,1044203
3205,9616,1038959
3206,7216,1041359
3207,21652,1026923
3208,3208,1045367
3209,61720,986855
3210,4816,1043759
3211,14452,1034123
3212,3616,1044959
3213,9640,1038935
3214,10852,1037723
3215,32560,1016015
3216,3216,1045359
3217,9652,1038923
3218,8152,1040423
3219,14488,1034087
3220,3220,1045355
3221,9664,1038911
3222,7252,1041323
3223,21760,1026815
3224,3224,1045351
3225,13120,1035455
3226,4840,1043735
3227,176740,871835
3228,39364,1009211
3229,39364,1009211
3230,39364,1009211
3231,209680,838895
3232,3232,1045343
3233,1276936,197285
3234,4852,1043723
3235,14560,1034015
3236,9232,1039343
3237,9712,1038863
3238,9232,1039343
3239,41524,1007051
3240,3240,1045335
3241,83104,965471
3242,4864,1043711
3243,14596,1033979
3244,9232,1039343
3245,9736,1038839
3246,10960,1037615
3247,32884,1015691
3248,3248,1045327
3249,9748,1038827
3250,9232,1039343
3251,14632,1033943
3252,3252,1045323
3253,9760,1038815
3254,13912,1034663
3255,21976,1026599
3256,3256,1045319
3257,10996,1037579
3258,4888,1043687
3259,20896,1027679
3260,9232,1039343
3261,9784,1038791
3262,24784,1023791
3263,74356,974219
3264,3264,1045311
3265,9796,1038779
3266,9232,1039343
3267,14704,1033871
3268,3268,1045307
3269,9808,1038767
3270,7360,1041215
3271,22084,1026491
3272,3272,1045303
3273,16576,1031999
3274,4912,1043663
3275,14740,1033835
3276,3688,1044887
3277,9832,1038743
3278,95956,952619
3279,95956,952619
3280,3280,1045295
3281,10528,1038047
3282,12472,1036103
3283,14776,1033799
3284,3284,1045291
3285,9856,1038719
3286,7396,1041179
3287,22192,1026383
3288,9232,1039343
3289,11104,1037471
3290,9232,1039343
3291,25000,1023575
3292,9232,1039343
3293,9880,1038695
3294,18772,1029803
3295,50056,998519
3296,9232,1039343
3297,42280,1006295
3298,4948,1043627
3299,14848,1033727
3300,9232,1039343
3301,9904,1038671
3302,9232,1039343
3303,37636,1010939
3304,9232,1039343
3305,25108,1023467
3306,9232,1039343
3307,80512,968063
3308,4192,1044383
3309,9928,1038647
3310,11176,1037399
3311,190996,857579
3312,9232,1039343
3313,9940,1038635
3314,9448,1039127
3315,14920,1033655
3316,9232,1039343
3317,9952,1038623
3318,8404,1040171
3319,22408,1026167
3320,9232,1039343
3321,45520,1003055
3322,9232,1039343
3323,345544,703031
3324,18952,1029623
3325,18952,1029623
3326,95956,952619
3327,170584,877991
3328,3328,1045247
3329,9988,1038587
3330,250504,798071
3331,250504,798071
3332,3332,1045243
3333,10000,1038575
3334,7504,1041071
3335,250504,798071
3336,9232,1039343
3337,16900,1031675
3338,9232,1039343
3339,15028,1033547
3340,9232,1039343
3341,10024,1038551
3342,11284,1037291
3343,33856,1014719
3344,3344,1045231
3345,10036,1038539
3346,14308,1034267
3347,15064,1033511
3348,3348,1045227
3349,10048,1038527
3350,9232,1039343
3351,22624,1025951
3352,3352,1045223
3353,11320,1037255
3354,5032,1043543
3355,86020,962555
3356,8080,1040495
3357,10072,1038503
3358,17008,1031567
3359,51028,997547
3360,3360,1045215
3361,10084,1038491
3362,5044,1043531
3363,15136,1033439
3364,4264,1044311
3365,10096,1038479
3366,7576,1040999
3367,25576,1022999
3368,3368,1045207
3369,138400,910175
3370,5056,1043519
3371,15172,1033403
3372,3796,1044779
3373,10120,1038455
3374,11392,1037183
3375,34180,1014395
3376,3376,1045199
3377,10132,1038443
3378,5704,1042871
3379,15208,1033367
3380,3380,1045195
3381,10144,1038431
3382,21688,1026887
3383,22840,1025735
3384,3384,1045191
3385,32560,1016015
3386,5080,1043495
3387,17152,1031423
3388,8584,1039991
3389,10168,1038407
3390,48904,999671
3391,77272,971303
3392,3392,1045183
3393,10180,1038395
3394,5092,1043483
3395,15280,1033295
3396,9232,1039343
3397,10192,1038383
3398,9232,1039343
3399,176740,871835
3400,9232,1039343
3401,39364,1009211
3402,9232,1039343
3403,15316,1033259
3404,9232,1039343
3405,10216,1038359
3406,14560,1034015
3407,34504,1014071
3408,3408,1045167
3409,41524,1007051
3410,65608,982967
3411,65608,982967
3412,3412,1045163
3413,10240,1038335
3414,9232,1039343
3415,23056,1025519
3416,3416,1045159
3417,11536,1037039
3418,5128,1043447
3419,25972,1022603
3420,5776,1042799
3421,10264,1038311
3422,17332,1031243
3423,52000,996575
3424,9232,1039343
3425,13012,1035563
3426,5140,1043435
3427,15424,1033151
3428,3428,1045147
3429,10288,1038287
3430,7720,1040855
3431,250504,798071
3432,9232,1039343
3433,26080,1022495
3434,9232,1039343
3435,24784,1023791
3436,9232,1039343
3437,10312,1038263
3438,11608,1036967
3439,39184,1009391
3440,9232,1039343
3441,10324,1038251
3442,5812,1042763
3443,15496,1033079
3444,9232,1039343
3445,10336,1038239
3446,8728,1039847
3447,23272,1025303
3448,4372,1044203
3449,44224,1004351
3450,5176,1043399
3451,17476,1031099
3452,13120,1035455
3453,13120,1035455
3454,39364,1009211
3455,118096,930479
3456,9232,1039343
3457,10372,1038203
3458,9232,1039343
3459,15568,1033007
3460,9232,1039343
3461,10384,1038191
3462,9232,1039343
3463,23380,1025195
3464,3464,1045111
3465,19744,1028831
3466,5200,1043375
3467,15604,1032971
3468,3904,1044671
3469,10408,1038167
3470,11716,1036859
3471,35152,1013423
3472,3472,1045103
3473,10420,1038155
3474,9232,1039343
3475,15640,1032935
3476,3476,1045099
3477,10432,1038143
3478,7828,1040747
3479,23488,1025087
3480,3480,1045095
3481,11752,1036823
3482,5224,1043351
3483,80512,968063
3484,190996,857579
3485,190996,857579
3486,190996,857579
3487,67048,981527
3488,9232,1039343
3489,10468,1038107
3490,9232,1039343
3491,15712,1032863
3492,9232,1039343
3493,10480,1038095
3494,9232,1039343
3495,26548,1022027
3496,9232,1039343
3497,59776,988799
3498,9232,1039343
3499,345544,703031
3500,3940,1044635
3501,10504,1038071
3502,11824,1036751
3503,95956,952619
3504,3504,1045071
3505,10516,1038059
3506,5920,1042655
3507,15784,1032791
3508,3508,1045067
3509,10528,1038047
3510,13336,1035239
3511,23704,1024871
3512,3512,1045063
3513,11860,1036715
3514,5272,1043303
3515,17800,1030775
3516,10024,1038551
3517,10552,1038023
3518,26728,1021847
3519,202984,845591
3520,9232,1039343
3521,14308,1034267
3522,15064,1033511
3523,15856,1032719
3524,9232,1039343
3525,10576,1037999
3526,9232,1039343
3527,23812,1024763
3528,3528,1045047
3529,17872,1030703
3530,5296,1043279
3531,15892,1032683
3532,3976,1044599
3533,10600,1037975
3534,22660,1025915
3535,35800,1012775
3536,9232,1039343
3537,10612,1037963
3538,13444,1035131
3539,15928,1032647
3540,9232,1039343
3541,10624,1037951
3542,10096,1038479
3543,23920,1024655
3544,3544,1045031
3545,11968,1036607
3546,5320,1043255
3547,26944,1021631
3548,5992,1042583
3549,10648,1037927
3550,45520,1003055
3551,53944,994631
3552,9232,1039343
3553,20248,1028327
3554,9232,1039343
3555,16000,1032575
3556,21688,1026887
3557,21688,1026887
3558,21688,1026887
3559,40552,1008023
3560,9232,1039343
3561,30436,1018139
3562,9232,1039343
3563,250504,798071
3564,8584,1039991
3565,10696,1037879
3566,12040,1036535
3567,146500,902075
3568,9232,1039343
3569,10708,1037867
3570,6784,1041791
3571,16072,1032503
3572,9232,1039343
3573,10720,1037855
3574,15280,1033295
3575,24136,1024439
3576,39364,1009211
3577,13588,1034987
3578,39364,1009211
3579,20392,1028183
3580,39364,1009211
3581,39364,1009211
3582,103336,945239
3583,275560,773015
3584,3584,1044991
3585,14560,1034015
3586,9232,1039343
3587,16144,1032431
3588,3588,1044987
3589,10768,1037807
3590,8080,1040495
3591,65608,982967
3592,9232,1039343
3593,18196,1030379
3594,9232,1039343
3595,16180,1032395
3596,9232,1039343
3597,10792,1037783
3598,12148,1036427
3599,36448,1012127
3600,4372,1044203
3601,10804,1037771
3602,17332,1031243
3603,17332,1031243
3604,4372,1044203
3605,10816,1037759
3606,8116,1040459
3607,24352,1024223
3608,4372,1044203
3609,12184,1036391
3610,5416,1043159
3611,61720,986855
3612,9232,1039343
3613,10840,1037735
3614,18304,1030271
3615,54916,993659
3616,3616,1044959
3617,10852,1037723
3618,5428,1043147
3619,16288,1032287
3620,5812,1042763
3621,10864,1037711
3622,8152,1040423
3623,27520,1021055
3624,3624,1044951
3625,69712,978863
3626,5440,1043135
3627,16324,1032251
3628,13120,1035455
3629,13120,1035455
3630,13120,1035455
3631,176740,871835
3632,3632,1044943
3633,39364,1009211
3634,39364,1009211
3635,39364,1009211
3636,3636,1044939
3637,10912,1037663
3638,1276936,197285
3639,1276936,197285
3640,3640,1044935
3641,12292,1036283
3642,5464,1043111
3643,18448,1030127
3644,9232,1039343
3645,10936,1037639
3646,27700,1020875
3647,83104,965471
3648,3648,1044927
3649,10948,1037627
3650,5476,1043099
3651,16432,1032143
3652,9232,1039343
3653,10960,1037615
3654,9232,1039343
3655,24676,1023899
3656,9232,1039343
3657,18520,1030055
3658,9232,1039343
3659,16468,1032107
3660,9232,1039343
3661,10984,1037591
3662,13912,1034663
3663,37096,1011479
3664,3664,1044911
3665,10996,1037579
3666,20896,1027679
3667,20896,1027679
3668,3668,1044907
3669,11008,1037567
3670,9232,1039343
3671,24784,1023791
3672,9232,1039343
3673,12400,1036175
3674,9232,1039343
3675,31408,1017167
3676,9232,1039343
3677,11032,1037543
3678,18628,1029947
3679,55888,992687
3680,3680,1044895
3681,13984,1034591
3682,9232,1039343
3683,16576,1031999
3684,9232,1039343
3685,11056,1037519
3686,9232,1039343
3687,63016,985559
3688,3688,1044887
3689,95956,952619
3690,5536,1043039
3691,16612,1031963
3692,10528,1038047
3693,11080,1037495
3694,12472,1036103
3695,250504,798071
3696,9232,1039343
3697,11092,1037483
3698,6244,1042331
3699,16648,1031927
3700,9232,1039343
3701,11104,1037471
3702,9376,1039199
3703,25000,1023575
3704,9232,1039343
3705,26728,1021847
3706,9232,1039343
3707,18772,1029803
3708,15856,1032719
3709,15856,1032719
3710,42280,1006295
3711,481624,566951
3712,3712,1044863
3713,23812,1024763
3714,5572,1043003
3715,16720,1031855
3716,9232,1039343
3717,11152,1037423
3718,9232,1039343
3719,25108,1023467
3720,3720,1044855
3721,80512,968063
3722,5584,1042991
3723,16756,1031819
3724,4192,1044383
3725,11176,1037399
3726,15928,1032647
3727,37744,1010831
3728,9232,1039343
3729,11188,1037387
3730,9448,1039127
3731,16792,1031783
3732,9232,1039343
3733,11200,1037375
3734,8404,1040171
3735,25216,1023359
3736,9232,1039343
3737,45520,1003055
3738,9232,1039343
3739,345544,703031
3740,9232,1039343
3741,11224,1037351
3742,18952,1029623
3743,95956,952619
3744,3744,1044831
3745,21688,1026887
3746,9232,1039343
3747,16864,1031711
3748,250504,798071
3749,250504,798071
3750,250504,798071
3751,32056,1016519
3752,3752,1044823
3753,144340,904235
3754,5632,1042943
3755,16900,1031675
3756,9232,1039343
3757,11272,1037303
3758,12688,1035887
3759,38068,1010507
3760,9232,1039343
3761,11284,1037291
3762,6352,1042223
3763,16936,1031639
3764,9232,1039343
3765,11296,1037279
3766,14308,1034267
3767,25432,1023143
3768,9232,1039343
3769,39364,1009211
3770,9232,1039343
3771,39364,1009211
3772,9556,1039019
3773,11320,1037255
3774,28672,1019903
3775,86020,962555
3776,3776,1044799
3777,11332,1037243
3778,8080,1040495
3779,17008,1031567
3780,3780,1044795
3781,11344,1037231
3782,8512,1040063
3783,25540,1023035
3784,3784,1044791
3785,19168,1029407
3786,5680,1042895
3787,17044,1031531
3788,4264,1044311
3789,11368,1037207
3790,138400,910175
3791,138400,910175
3792,3792,1044783
3793,11380,1037195
3794,14416,1034159
3795,17080,1031495
3796,3796,1044779
3797,11392,1037183
3798,8548,1040027
3799,25648,1022927
3800,3800,1044775
3801,12832,1035743
3802,5704,1042871
3803,61720,986855
3804,6424,1042151
3805,11416,1037159
3806,21688,1026887
3807,57832,990743
3808,3808,1044767
3809,32560,1016015
3810,5716,1042859
3811,17152,1031423
3812,3812,1044763
3813,11440,1037135
3814,8584,1039991
3815,48904,999671
3816,3816,1044759
3817,28996,1019579
3818,5728,1042847
3819,21760,1026815
3820,4840,1043735
3821,11464,1037111
3822,12904,1035671
3823,98008,950567
3824,9232,1039343
3825,11476,1037099
3826,39364,1009211
3827,39364,1009211
3828,9232,1039343
3829,11488,1037087
3830,1276936,197285
3831,1276936,197285
3832,9232,1039343
3833,14560,1034015
3834,9232,1039343
3835,32776,1015799
3836,41524,1007051
3837,41524,1007051
3838,65608,982967
3839,897856,150719
3840,3840,1044735
3841,11524,1037051
3842,9232,1039343
3843,17296,1031279
3844,3844,1044731
3845,11536,1037039
3846,8656,1039919
3847,25972,1022603
3848,3848,1044727
3849,24676,1023899
3850,5776,1042799
3851,17332,1031243
3852,4336,1044239
3853,11560,1037015
3854,13012,1035563
3855,39040,1009535
3856,3856,1044719
3857,11572,1037003
3858,10996,1037579
3859,17368,1031207
3860,3860,1044715
3861,11584,1036991
3862,9232,1039343
3863,26080,1022495
3864,3864,1044711
3865,24784,1023791
3866,5800,1042775
3867,223072,825503
3868,9232,1039343
3869,11608,1036967
3870,19600,1028975
3871,58804,989771
3872,9232,1039343
3873,11620,1036955
3874,5812,1042763
3875,17440,1031135
3876,4912,1043663
3877,11632,1036943
3878,8728,1039847
3879,29464,1019111
3880,9232,1039343
3881,44224,1004351
3882,9232,1039343
3883,17476,1031099
3884,4372,1044203
3885,11656,1036919
3886,13120,1035455
3887,39364,1009211
3888,9232,1039343
3889,11668,1036907
3890,6568,1042007
3891,17512,1031063
3892,9232,1039343
3893,11680,1036895
3894,22192,1026383
3895,26296,1022279
3896,9232,1039343
3897,13156,1035419
3898,9232,1039343
3899,19744,1028831
3900,9880,1038695
3901,11704,1036871
3902,33352,1015223
3903,88936,959639
3904,3904,1044671
3905,11716,1036859
3906,5860,1042715
3907,17584,1030991
3908,9232,1039343
3909,11728,1036847
3910,9232,1039343
3911,33424,1015151
3912,4192,1044383
3913,19816,1028759
3914,5872,1042703
3915,17620,1030955
3916,4408,1044167
3917,11752,1036823
3918,80512,968063
3919,80512,968063
3920,3920,1044655
3921,11764,1036811
3922,190996,857579
3923,190996,857579
3924,3924,1044651
3925,11776,1036799
3926,9448,1039127
3927,26512,1022063
3928,9232,1039343
3929,13264,1035311
3930,9232,1039343
3931,85048,963527
3932,9232,1039343
3933,11800,1036775
3934,19924,1028651
3935,59776,988799
3936,3936,1044639
3937,345544,703031
3938,5908,1042667
3939,17728,1030847
3940,3940,1044635
3941,11824,1036751
3942,8872,1039703
3943,575728,472847
3944,3944,1044631
3945,29968,1018607
3946,5920,1042655
3947,250504,798071
3948,7504,1041071
3949,11848,1036727
3950,13336,1035239
3951,45016,1003559
3952,3952,1044623
3953,11860,1036715
3954,9232,1039343
3955,17800,1030775
3956,3956,1044619
3957,11872,1036703
3958,10024,1038551
3959,26728,1021847
3960,14308,1034267
3961,33856,1014719
3962,14308,1034267
3963,20068,1028507
3964,15064,1033511
3965,15064,1033511
3966,50848,997727
3967,135592,912983
3968,9232,1039343
3969,11908,1036667
3970,5956,1042619
3971,17872,1030703
3972,8080,1040495
3973,11920,1036655
3974,8944,1039631
3975,26836,1021739
3976,3976,1044599
3977,22660,1025915
3978,5968,1042607
3979,17908,1030667
3980,4480,1044095
3981,11944,1036631
3982,13444,1035131
3983,40336,1008239
3984,3984,1044591
3985,11956,1036619
3986,10096,1038479
