n,max_N,min_M
1535,118096,930479
1536,1536,1047039
1537,9232,1039343
1538,2308,1046267
1539,6928,1041647
1540,1540,1047035
1541,4624,1043951
1542,3472,1045103
1543,10420,1038155
1544,9232,1039343
1545,7828,1040747
1546,9232,1039343
1547,6964,1041611
1548,9232,1039343
1549,9232,1039343
1550,9232,1039343
1551,15712,1032863
1552,9232,1039343
1553,9232,1039343
1554,3940,1044635
1555,7000,1041575
1556,9232,1039343
1557,9232,1039343
1558,3508,1045067
1559,10528,1038047
1560,9232,1039343
1561,5272,1043303
1562,9232,1039343
1563,26728,1021847
1564,9232,1039343
1565,9232,1039343
1566,9232,1039343
1567,23812,1024763
1568,1568,1047007
1569,4708,1043867
1570,9232,1039343
1571,9232,1039343
1572,2248,1046327
1573,4720,1043855
1574,3544,1045031
1575,11968,1036607
1576,1576,1046999
1577,45520,1003055
1578,2368,1046207
1579,9232,1039343
1580,9232,1039343
1581,9232,1039343
1582,9232,1039343
1583,250504,798071
1584,1584,1046991
1585,9232,1039343
1586,9232,1039343
1587,9232,1039343
1588,1588,1046987
1589,4768,1043807
1590,39364,1009211
1591,39364,1009211
1592,9232,1039343
1593,9232,1039343
1594,9232,1039343
1595,8080,1040495
1596,9232,1039343
1597,9232,1039343
1598,12148,1036427
1599,36448,1012127
1600,1600,1046975
1601,4804,1043771
1602,4372,1044203
1603,7216,1041359
1604,1604,1046971
1605,4816,1043759
1606,3616,1044959
1607,10852,1037723
1608,1608,1046967
1609,8152,1040423
1610,2416,1046159
1611,7252,1041323
1612,1816,1046759
1613,4840,1043735
1614,39364,1009211
1615,39364,1009211
1616,1616,1046959
1617,4852,1043723
1618,9232,1039343
1619,9232,1039343
1620,1620,1046955
1621,4864,1043711
1622,9232,1039343
1623,10960,1037615
1624,1624,1046951
1625,9232,1039343
1626,2440,1046135
1627,13912,1034663
1628,2752,1045823
1629,4888,1043687
1630,9232,1039343
1631,24784,1023791
1632,1632,1046943
1633,9232,1039343
1634,2452,1046123
1635,7360,1041215
1636,1636,1046939
1637,4912,1043663
1638,3688,1044887
1639,95956,952619
1640,1640,1046935
1641,12472,1036103
1642,2464,1046111
1643,7396,1041179
1644,9232,1039343
1645,9232,1039343
1646,9232,1039343
1647,18772,1029803
1648,9232,1039343
1649,4948,1043627
1650,9232,1039343
1651,9232,1039343
1652,9232,1039343
1653,9232,1039343
1654,4192,1044383
1655,11176,1037399
1656,9232,1039343
1657,9448,1039127
1658,9232,1039343
1659,8404,1040171
1660,9232,1039343
1661,9232,1039343
1662,18952,1029623
1663,95956,952619
1664,1664,1046911
1665,250504,798071
1666,2500,1046075
1667,7504,1041071
1668,9232,1039343
1669,9232,1039343
1670,9232,1039343
1671,11284,1037291
1672,1672,1046903
1673,14308,1034267
1674,2512,1046063
1675,9232,1039343
1676,1888,1046687
1677,5032,1043543
1678,8080,1040495
1679,17008,1031567
1680,1680,1046895
1681,5044,1043531
1682,4264,1044311
1683,7576,1040999
1684,1684,1046891
1685,5056,1043519
1686,3796,1044779
1687,11392,1037183
1688,1688,1046887
1689,5704,1042871
1690,2536,1046039
1691,21688,1026887
1692,3220,1045355
1693,5080,1043495
1694,8584,1039991
1695,48904,999671
1696,1696,1046879
1697,5092,1043483
1698,9232,1039343
1699,9232,1039343
1700,9232,1039343
1701,9232,1039343
1702,9232,1039343
1703,14560,1034015
1704,1704,1046871
1705,65608,982967
1706,2560,1046015
1707,9232,1039343
1708,2752,1045823
1709,5128,1043447
1710,5776,1042799
1711,17332,1031243
1712,9232,1039343
1713,5140,1043435
1714,2896,1045679
1715,7720,1040855
1716,9232,1039343
1717,9232,1039343
1718,9232,1039343
1719,11608,1036967
1720,9232,1039343
1721,5812,1042763
1722,9232,1039343
1723,8728,1039847
1724,4372,1044203
1725,5176,1043399
1726,13120,1035455
1727,39364,1009211
1728,9232,1039343
1729,9232,1039343
1730,9232,1039343
1731,9232,1039343
1732,1732,1046843
1733,5200,1043375
1734,3904,1044671
1735,11716,1036859
1736,1736,1046839
1737,9232,1039343
1738,2608,1045967
1739,7828,1040747
1740,1960,1046615
1741,5224,1043351
1742,190996,857579
1743,190996,857579
1744,9232,1039343
1745,9232,1039343
1746,9232,1039343
1747,9232,1039343
1748,9232,1039343
1749,9232,1039343
1750,3940,1044635
1751,11824,1036751
1752,1752,1046823
1753,5920,1042655
1754,2632,1045943
1755,13336,1035239
1756,2968,1045607
1757,5272,1043303
1758,10024,1038551
1759,26728,1021847
1760,9232,1039343
1761,15064,1033511
1762,9232,1039343
1763,9232,1039343
1764,1764,1046811
1765,5296,1043279
1766,3976,1044599
1767,22660,1025915
1768,9232,1039343
1769,13444,1035131
1770,9232,1039343
1771,10096,1038479
1772,2248,1046327
1773,5320,1043255
1774,5992,1042583
1775,45520,1003055
1776,9232,1039343
1777,9232,1039343
1778,21688,1026887
1779,21688,1026887
1780,9232,1039343
1781,9232,1039343
1782,8584,1039991
1783,12040,1036535
1784,9232,1039343
1785,6784,1041791
1786,9232,1039343
1787,15280,1033295
1788,39364,1009211
1789,39364,1009211
1790,39364,1009211
1791,103336,945239
1792,1792,1046783
1793,9232,1039343
1794,2752,1045823
1795,8080,1040495
1796,9232,1039343
1797,9232,1039343
1798,9232,1039343
1799,12148,1036427
1800,4372,1044203
1801,17332,1031243
1802,4372,1044203
1803,8116,1040459
1804,4372,1044203
1805,5416,1043159
1806,9232,1039343
1807,18304,1030271
1808,1808,1046767
1809,5428,1043147
1810,5812,1042763
1811,8152,1040423
1812,1812,1046763
1813,5440,1043135
1814,13120,1035455
1815,13120,1035455
1816,1816,1046759
1817,39364,1009211
1818,2728,1045847
1819,1276936,197285
1820,3076,1045499
1821,5464,1043111
1822,9232,1039343
1823,27700,1020875
1824,1824,1046751
1825,5476,1043099
1826,9232,1039343
1827,9232,1039343
1828,9232,1039343
1829,9232,1039343
1830,9232,1039343
1831,13912,1034663
1832,1832,1046743
1833,20896,1027679
1834,2752,1045823
1835,9232,1039343
1836,9232,1039343
1837,9232,1039343
1838,9232,1039343
1839,18628,1029947
1840,1840,1046735
1841,9232,1039343
1842,9232,1039343
1843,9232,1039343
1844,1844,1046731
1845,5536,1043039
1846,10528,1038047
1847,12472,1036103
1848,9232,1039343
1849,6244,1042331
1850,9232,1039343
1851,9376,1039199
1852,9232,1039343
1853,9232,1039343
1854,15856,1032719
1855,42280,1006295
1856,1856,1046719
1857,5572,1043003
1858,9232,1039343
1859,9232,1039343
1860,1860,1046715
1861,5584,1042991
1862,4192,1044383
1863,15928,1032647
1864,9232,1039343
1865,9448,1039127
1866,9232,1039343
1867,8404,1040171
1868,9232,1039343
1869,9232,1039343
1870,9232,1039343
1871,18952,1029623
1872,1872,1046703
1873,9232,1039343
1874,250504,798071
1875,250504,798071
1876,1876,1046699
1877,5632,1042943
1878,9232,1039343
1879,12688,1035887
1880,9232,1039343
1881,6352,1042223
1882,9232,1039343
1883,14308,1034267
1884,9232,1039343
1885,9232,1039343
1886,9556,1039019
1887,28672,1019903
1888,1888,1046687
1889,8080,1040495
1890,2836,1045739
1891,8512,1040063
1892,1892,1046683
1893,5680,1042895
1894,4264,1044311
1895,138400,910175
1896,1896,1046679
1897,14416,1034159
1898,2848,1045727
1899,8548,1040027
1900,3616,1044959
1901,5704,1042871
1902,6424,1042151
1903,21688,1026887
1904,1904,1046671
1905,5716,1042859
1906,3220,1045355
1907,8584,1039991
1908,1908,1046667
1909,5728,1042847
1910,4840,1043735
1911,12904,1035671
1912,9232,1039343
1913,39364,1009211
1914,9232,1039343
1915,1276936,197285
1916,9232,1039343
1917,9232,1039343
1918,41524,1007051
1919,65608,982967
1920,1920,1046655
1921,9232,1039343
1922,2884,1045691
1923,8656,1039919
1924,2752,1045823
1925,5776,1042799
1926,4336,1044239
1927,13012,1035563
1928,1928,1046647
1929,10996,1037579
1930,2896,1045679
1931,9232,1039343
1932,2176,1046399
1933,5800,1042775
1934,9232,1039343
1935,19600,1028975
1936,9232,1039343
1937,5812,1042763
1938,4912,1043663
1939,8728,1039847
1940,9232,1039343
1941,9232,1039343
1942,4372,1044203
1943,13120,1035455
1944,9232,1039343
1945,6568,1042007
1946,9232,1039343
1947,22192,1026383
1948,9232,1039343
1949,9232,1039343
1950,9880,1038695
1951,33352,1015223
1952,1952,1046623
1953,5860,1042715
1954,9232,1039343
1955,9232,1039343
1956,4192,1044383
1957,5872,1042703
1958,4408,1044167
1959,80512,968063
1960,1960,1046615
1961,190996,857579
1962,2944,1045631
1963,9448,1039127
1964,9232,1039343
1965,9232,1039343
1966,9232,1039343
1967,19924,1028651
1968,1968,1046607
1969,5908,1042667
1970,3328,1045247
1971,8872,1039703
1972,1972,1046603
1973,5920,1042655
1974,7504,1041071
1975,13336,1035239
1976,1976,1046599
1977,9232,1039343
1978,2968,1045607
1979,10024,1038551
1980,14308,1034267
1981,14308,1034267
1982,15064,1033511
1983,50848,997727
1984,9232,1039343
1985,5956,1042619
1986,8080,1040495
1987,8944,1039631
1988,1988,1046587
1989,5968,1042607
1990,4480,1044095
1991,13444,1035131
1992,1992,1046583
1993,10096,1038479
1994,2992,1045583
1995,8980,1039595
1996,2248,1046327
1997,5992,1042583
1998,11392,1037183
1999,20248,1028327
2000,9232,1039343
2001,6004,1042571
2002,21688,1026887
2003,21688,1026887
2004,9232,1039343
2005,9232,1039343
2006,8584,1039991
2007,13552,1035023
2008,9232,1039343
2009,6784,1041791
2010,9232,1039343
2011,15280,1033295
2012,9232,1039343
2013,9232,1039343
2014,39364,1009211
2015,39364,1009211
2016,9232,1039343
2017,14560,1034015
2018,9232,1039343
2019,9232,1039343
2020,2752,1045823
2021,6064,1042511
2022,4552,1044023
2023,23056,1025519
2024,9232,1039343
2025,25972,1022603
2026,9232,1039343
2027,17332,1031243
2028,2896,1045679
2029,6088,1042487
2030,6856,1041719
2031,34720,1013855
2032,4372,1044203
2033,9232,1039343
2034,9232,1039343
2035,9232,1039343
2036,4372,1044203
2037,6112,1042463
2038,5812,1042763
2039,13768,1034807
2040,13120,1035455
2041,8728,1039847
2042,13120,1035455
2043,44224,1004351
2044,39364,1009211
2045,39364,1009211
2046,118096,930479
2047,1276936,197285
2048,2048,1046527
2049,9232,1039343
2050,3076,1045499
2051,9232,1039343
2052,2052,1046523
2053,6160,1042415
2054,4624,1043951
2055,13876,1034699
2056,9232,1039343
2057,10420,1038155
2058,9232,1039343
2059,9268,1039307
2060,9232,1039343
2061,9232,1039343
2062,6964,1041611
2063,20896,1027679
2064,9232,1039343
2065,9232,1039343
2066,9232,1039343
2067,9304,1039271
2068,9232,1039343
2069,9232,1039343
2070,9232,1039343
2071,13984,1034591
2072,9232,1039343
2073,7000,1041575
2074,9232,1039343
2075,95956,952619
2076,3508,1045067
2077,6232,1042343
2078,10528,1038047
2079,31588,1016987
2080,2080,1046495
2081,6244,1042331
2082,9232,1039343
2083,9376,1039199
2084,9232,1039343
2085,9232,1039343
2086,9232,1039343
2087,15856,1032719
2088,2088,1046487
2089,23812,1024763
2090,3136,1045439
2091,9412,1039163
2092,9232,1039343
2093,9232,1039343
2094,9232,1039343
2095,21220,1027355
2096,2096,1046479
2097,6292,1042283
2098,3544,1045031
2099,9448,1039127
2100,2100,1046475
2101,6304,1042271
2102,45520,1003055
2103,45520,1003055
2104,9232,1039343
2105,9232,1039343
2106,9232,1039343
2107,21688,1026887
2108,9232,1039343
2109,9232,1039343
2110,250504,798071
2111,250504,798071
2112,2112,1046463
2113,9232,1039343
2114,9232,1039343
2115,9520,1039055
2116,2116,1046459
2117,6352,1042223
2118,4768,1043807
2119,14308,1034267
2120,9232,1039343
2121,39364,1009211
2122,9232,1039343
2123,9556,1039019
2124,9232,1039343
2125,9232,1039343
2126,8080,1040495
2127,21544,1027031
2128,2128,1046447
2129,9232,1039343
2130,12148,1036427
2131,12148,1036427
2132,2132,1046443
2133,6400,1042175
2134,4804,1043771
2135,14416,1034159
2136,2136,1046439
2137,7216,1041359
2138,3208,1045367
2139,61720,986855
2140,3616,1044959
2141,6424,1042151
2142,10852,1037723
2143,32560,1016015
2144,2144,1046431
2145,8152,1040423
2146,3220,1045355
2147,9664,1038911
2148,2148,1046427
2149,6448,1042127
2150,4840,1043735
2151,176740,871835
2152,2152,1046423
2153,39364,1009211
2154,3232,1045343
2155,1276936,197285
2156,9232,1039343
2157,9232,1039343
2158,9232,1039343
2159,41524,1007051
2160,2160,1046415
2161,6484,1042091
2162,9232,1039343
2163,9736,1038839
2164,2164,1046411
2165,6496,1042079
2166,9232,1039343
2167,14632,1033943
2168,2752,1045823
2169,13912,1034663
2170,3256,1045319
2171,10996,1037579
2172,9232,1039343
2173,9232,1039343
2174,24784,1023791
2175,74356,974219
2176,2176,1046399
2177,9232,1039343
2178,3268,1045307
2179,9808,1038767
2180,2180,1046395
2181,6544,1042031
2182,4912,1043663
2183,14740,1033835
2184,2184,1046391
2185,95956,952619
2186,3280,1045295
2187,10528,1038047
2188,2464,1046111
2189,6568,1042007
2190,7396,1041179
2191,22192,1026383
2192,9232,1039343
2193,9232,1039343
2194,9232,1039343
2195,9880,1038695
2196,9232,1039343
2197,9232,1039343
2198,4948,1043627
2199,14848,1033727
2200,9232,1039343
2201,9232,1039343
2202,9232,1039343
2203,25108,1023467
2204,4192,1044383
2205,6616,1041959
2206,11176,1037399
2207,190996,857579
2208,2208,1046367
2209,9448,1039127
2210,9232,1039343
2211,9952,1038623
2212,9232,1039343
2213,9232,1039343
2214,9232,1039343
2215,345544,703031
2216,2216,1046359
2217,95956,952619
2218,3328,1045247
2219,9988,1038587
2220,2500,1046075
2221,6664,1041911
2222,7504,1041071
2223,250504,798071
2224,2224,1046351
2225,9232,1039343
2226,9232,1039343
2227,10024,1038551
2228,2228,1046347
2229,6688,1041887
2230,14308,1034267
2231,15064,1033511
2232,2232,1046343
2233,9232,1039343
2234,3352,1045223
2235,11320,1037255
2236,8080,1040495
2237,8080,1040495
2238,17008,1031567
2239,51028,997547
2240,2240,1046335
2241,6724,1041851
2242,4264,1044311
2243,10096,1038479
2244,2244,1046331
2245,6736,1041839
2246,5056,1043519
2247,15172,1033403
2248,2248,1046327
2249,11392,1037183
2250,3376,1045199
2251,10132,1038443
2252,2536,1046039
2253,6760,1041815
2254,21688,1026887
2255,22840,1025735
2256,2256,1046319
2257,6772,1041803
2258,8584,1039991
2259,10168,1038407
2260,2260,1046315
2261,6784,1041791
2262,5092,1043483
2263,15280,1033295
2264,9232,1039343
2265,9232,1039343
2266,9232,1039343
2267,39364,1009211
2268,9232,1039343
2269,9232,1039343
2270,14560,1034015
2271,34504,1014071
2272,9232,1039343
2273,65608,982967
2274,3412,1045163
2275,10240,1038335
2276,2752,1045823
2277,6832,1041743
2278,5128,1043447
2279,25972,1022603
2280,9232,1039343
2281,17332,1031243
2282,9232,1039343
2283,13012,1035563
2284,2896,1045679
2285,6856,1041719
2286,7720,1040855
2287,250504,798071
2288,9232,1039343
2289,9232,1039343
2290,9232,1039343
2291,10312,1038263
2292,9232,1039343
2293,9232,1039343
2294,5812,1042763
2295,15496,1033079
2296,4372,1044203
2297,8728,1039847
2298,4372,1044203
2299,44224,1004351
2300,13120,1035455
2301,13120,1035455
2302,39364,1009211
2303,118096,930479
2304,2304,1046271
2305,9232,1039343
2306,9232,1039343
2307,10384,1038191
2308,2308,1046267
2309,6928,1041647
2310,5200,1043375
2311,15604,1032971
2312,2312,1046263
2313,11716,1036859
2314,3472,1045103
2315,10420,1038155
2316,2608,1045967
2317,6952,1041623
2318,7828,1040747
2319,23488,1025087
2320,9232,1039343
2321,6964,1041611
2322,190996,857579
2323,190996,857579
2324,9232,1039343
2325,9232,1039343
2326,9232,1039343
2327,15712,1032863
2328,9232,1039343
2329,9232,1039343
2330,9232,1039343
2331,59776,988799
2332,3940,1044635
2333,7000,1041575
2334,11824,1036751
2335,95956,952619
2336,9232,1039343
2337,7012,1041563
2338,3508,1045067
2339,10528,1038047
2340,2968,1045607
2341,7024,1041551
2342,5272,1043303
2343,17800,1030775
2344,9232,1039343
2345,26728,1021847
2346,9232,1039343
2347,14308,1034267
2348,9232,1039343
2349,9232,1039343
2350,9232,1039343
2351,23812,1024763
2352,9232,1039343
2353,7060,1041515
2354,3976,1044599
2355,10600,1037975
2356,9232,1039343
2357,9232,1039343
2358,13444,1035131
2359,15928,1032647
2360,2360,1046215
2361,10096,1038479
2362,3544,1045031
2363,11968,1036607
2364,5992,1042583
2365,7096,1041479
2366,45520,1003055
2367,53944,994631
2368,2368,1046207
2369,9232,1039343
2370,21688,1026887
2371,21688,1026887
2372,9232,1039343
2373,9232,1039343
2374,9232,1039343
2375,250504,798071
2376,9232,1039343
2377,12040,1036535
2378,9232,1039343
2379,10708,1037867
2380,9232,1039343
2381,9232,1039343
2382,15280,1033295
2383,24136,1024439
2384,2384,1046191
2385,39364,1009211
2386,39364,1009211
2387,39364,1009211
2388,2388,1046187
2389,7168,1041407
2390,9232,1039343
2391,16144,1032431
2392,9232,1039343
2393,8080,1040495
2394,9232,1039343
2395,18196,1030379
2396,9232,1039343
2397,9232,1039343
2398,12148,1036427
2399,36448,1012127
2400,2400,1046175
2401,17332,1031243
2402,4372,1044203
2403,10816,1037759
2404,4372,1044203
2405,7216,1041359
2406,5416,1043159
2407,61720,986855
2408,2408,1046167
2409,18304,1030271
2410,3616,1044959
2411,10852,1037723
2412,5812,1042763
2413,7240,1041335
2414,8152,1040423
2415,27520,1021055
2416,2416,1046159
2417,7252,1041323
2418,13120,1035455
2419,13120,1035455
2420,2420,1046155
2421,7264,1041311
2422,39364,1009211
2423,39364,1009211
2424,3076,1045499
2425,1276936,197285
2426,3640,1044935
2427,12292,1036283
2428,9232,1039343
2429,9232,1039343
2430,27700,1020875
2431,83104,965471
2432,2432,1046143
2433,7300,1041275
2434,9232,1039343
2435,10960,1037615
2436,9232,1039343
2437,9232,1039343
2438,9232,1039343
2439,16468,1032107
2440,2440,1046135
2441,13912,1034663
2442,3664,1044911
2443,10996,1037579
2444,2752,1045823
2445,7336,1041239
2446,9232,1039343
2447,24784,1023791
2448,2448,1046127
2449,9232,1039343
2450,9232,1039343
2451,11032,1037543
2452,2452,1046123
2453,7360,1041215
2454,9232,1039343
2455,16576,1031999
2456,2456,1046119
2457,9232,1039343
2458,3688,1044887
2459,95956,952619
2460,10528,1038047
2461,10528,1038047
2462,12472,1036103
2463,250504,798071
2464,2464,1046111
2465,7396,1041179
2466,9232,1039343
2467,11104,1037471
2468,9232,1039343
2469,9232,1039343
2470,9232,1039343
2471,18772,1029803
2472,2472,1046103
2473,42280,1006295
2474,3712,1044863
2475,23812,1024763
2476,9232,1039343
2477,9232,1039343
2478,9232,1039343
2479,25108,1023467
2480,9232,1039343
2481,7444,1041131
2482,4192,1044383
2483,11176,1037399
2484,9232,1039343
2485,9232,1039343
2486,9448,1039127
2487,16792,1031783
2488,9232,1039343
2489,8404,1040171
2490,9232,1039343
2491,45520,1003055
2492,9232,1039343
2493,9232,1039343
2494,18952,1029623
2495,95956,952619
2496,2496,1046079
2497,9232,1039343
2498,250504,798071
2499,250504,798071
2500,2500,1046075
2501,7504,1041071
2502,5632,1042943
2503,16900,1031675
2504,9232,1039343
2505,12688,1035887
2506,9232,1039343
2507,11284,1037291
2508,9232,1039343
2509,9232,1039343
2510,14308,1034267
2511,25432,1023143
2512,2512,1046063
2513,9232,1039343
2514,9556,1039019
2515,11320,1037255
2516,2516,1046059
2517,7552,1041023
2518,8080,1040495
2519,17008,1031567
2520,2520,1046055
2521,8512,1040063
2522,3784,1044791
2523,19168,1029407
2524,4264,1044311
2525,7576,1040999
2526,138400,910175
2527,138400,910175
2528,2528,1046047
2529,14416,1034159
2530,3796,1044779
2531,11392,1037183
2532,3616,1044959
2533,7600,1040975
2534,5704,1042871
2535,61720,986855
2536,2536,1046039
2537,21688,1026887
2538,3808,1044767
2539,32560,1016015
2540,3220,1045355
2541,7624,1040951
2542,8584,1039991
2543,48904,999671
2544,9232,1039343
2545,7636,1040939
2546,4840,1043735
2547,11464,1037111
2548,9232,1039343
2549,9232,1039343
2550,39364,1009211
2551,39364,1009211
2552,9232,1039343
2553,1276936,197285
2554,9232,1039343
2555,14560,1034015
2556,41524,1007051
2557,41524,1007051
2558,65608,982967
2559,897856,150719
2560,2560,1046015
2561,9232,1039343
