n0,L,steps_to_1,max_N,max_M,theorem_ok,avg_H_N,avg_H_M,avg_H_diff,avg_ham_dist,final_M_at_N1
775,20,152,9232,1048574,True,0.792975,0.792975,0.000000,20.000000,1048574
776,20,121,9232,1048574,True,0.753647,0.753647,0.000000,20.000000,1048574
777,20,33,3940,1048574,True,0.656851,0.656851,0.000000,20.000000,1048574
778,20,121,9232,1048574,True,0.755484,0.755484,0.000000,20.000000,1048574
779,20,59,3508,1048574,True,0.673736,0.673736,0.000000,20.000000,1048574
780,20,121,9232,1048574,True,0.761543,0.761543,0.000000,20.000000,1048574
781,20,121,9232,1048574,True,0.762275,0.762275,0.000000,20.000000,1048574
782,20,121,9232,1048574,True,0.766669,0.766669,0.000000,20.000000,1048574
783,20,121,9232,1048574,True,0.770404,0.770404,0.000000,20.000000,1048574
784,20,28,784,1048574,True,0.524934,0.524934,0.000000,20.000000,1048574
785,20,121,9232,1048574,True,0.765303,0.765303,0.000000,20.000000,1048574
786,20,59,2248,1048574,True,0.693501,0.693501,0.000000,20.000000,1048574
787,20,59,3544,1048574,True,0.702906,0.702906,0.000000,20.000000,1048574
788,20,28,788,1048574,True,0.536529,0.536529,0.000000,20.000000,1048574
789,20,28,2368,1048574,True,0.531880,0.531880,0.000000,20.000000,1048574
790,20,77,9232,1048574,True,0.751930,0.751930,0.000000,20.000000,1048574
791,20,77,9232,1048574,True,0.754490,0.754490,0.000000,20.000000,1048574
792,20,28,792,1048574,True,0.548125,0.548125,0.000000,20.000000,1048574
793,20,77,9232,1048574,True,0.761277,0.761277,0.000000,20.000000,1048574
794,20,28,1192,1048574,True,0.554287,0.554287,0.000000,20.000000,1048574
795,20,103,39364,1048574,True,0.809251,0.809251,0.000000,20.000000,1048574
796,20,121,9232,1048574,True,0.772772,0.772772,0.000000,20.000000,1048574
797,20,121,9232,1048574,True,0.773346,0.773346,0.000000,20.000000,1048574
798,20,121,9232,1048574,True,0.780743,0.780743,0.000000,20.000000,1048574
799,20,72,12148,1048574,True,0.705813,0.705813,0.000000,20.000000,1048574
800,20,28,800,1048574,True,0.532664,0.532664,0.000000,20.000000,1048574
801,20,59,4372,1048574,True,0.719118,0.719118,0.000000,20.000000,1048574
802,20,20,1204,1048574,True,0.548036,0.548036,0.000000,20.000000,1048574
803,20,20,3616,1048574,True,0.554704,0.554704,0.000000,20.000000,1048574
804,20,20,1024,1048574,True,0.523576,0.523576,0.000000,20.000000,1048574
805,20,20,2416,1048574,True,0.536340,0.536340,0.000000,20.000000,1048574
806,20,20,1816,1048574,True,0.543008,0.543008,0.000000,20.000000,1048574
807,20,72,39364,1048574,True,0.746025,0.746025,0.000000,20.000000,1048574
808,20,28,808,1048574,True,0.548125,0.548125,0.000000,20.000000,1048574
809,20,46,9232,1048574,True,0.670547,0.670547,0.000000,20.000000,1048574
810,20,28,1216,1048574,True,0.546556,0.546556,0.000000,20.000000,1048574
811,20,134,9232,1048574,True,0.745615,0.745615,0.000000,20.000000,1048574
812,20,41,916,1048574,True,0.591966,0.591966,0.000000,20.000000,1048574
813,20,41,2440,1048574,True,0.589378,0.589378,0.000000,20.000000,1048574
814,20,41,2752,1048574,True,0.598634,0.598634,0.000000,20.000000,1048574
815,20,134,9232,1048574,True,0.760601,0.760601,0.000000,20.000000,1048574
816,20,28,816,1048574,True,0.567450,0.567450,0.000000,20.000000,1048574
817,20,41,2452,1048574,True,0.590558,0.590558,0.000000,20.000000,1048574
818,20,41,1384,1048574,True,0.593892,0.593892,0.000000,20.000000,1048574
819,20,41,3688,1048574,True,0.602227,0.602227,0.000000,20.000000,1048574
820,20,28,820,1048574,True,0.576693,0.576693,0.000000,20.000000,1048574
821,20,28,2464,1048574,True,0.572945,0.572945,0.000000,20.000000,1048574
822,20,134,9232,1048574,True,0.776264,0.776264,0.000000,20.000000,1048574
823,20,134,9232,1048574,True,0.778629,0.778629,0.000000,20.000000,1048574
824,20,90,9232,1048574,True,0.760752,0.760752,0.000000,20.000000,1048574
825,20,134,9232,1048574,True,0.770713,0.770713,0.000000,20.000000,1048574
826,20,90,9232,1048574,True,0.762291,0.762291,0.000000,20.000000,1048574
827,20,41,4192,1048574,True,0.612027,0.612027,0.000000,20.000000,1048574
828,20,90,9232,1048574,True,0.764565,0.764565,0.000000,20.000000,1048574
829,20,90,9232,1048574,True,0.765145,0.765145,0.000000,20.000000,1048574
830,20,134,9232,1048574,True,0.785379,0.785379,0.000000,20.000000,1048574
831,20,134,18952,1048574,True,0.786135,0.786135,0.000000,20.000000,1048574
832,20,15,832,1048574,True,0.473553,0.473553,0.000000,20.000000,1048574
833,20,28,2500,1048574,True,0.577719,0.577719,0.000000,20.000000,1048574
834,20,134,9232,1048574,True,0.770912,0.770912,0.000000,20.000000,1048574
835,20,134,9232,1048574,True,0.774311,0.774311,0.000000,20.000000,1048574
836,20,41,836,1048574,True,0.608806,0.608806,0.000000,20.000000,1048574
837,20,41,2512,1048574,True,0.615188,0.615188,0.000000,20.000000,1048574
838,20,41,1888,1048574,True,0.618522,0.618522,0.000000,20.000000,1048574
839,20,85,8080,1048574,True,0.726390,0.726390,0.000000,20.000000,1048574
840,20,41,840,1048574,True,0.620146,0.620146,0.000000,20.000000,1048574
841,20,41,4264,1048574,True,0.623548,0.623548,0.000000,20.000000,1048574
842,20,41,1264,1048574,True,0.628656,0.628656,0.000000,20.000000,1048574
843,20,41,3796,1048574,True,0.620450,0.620450,0.000000,20.000000,1048574
844,20,41,952,1048574,True,0.635324,0.635324,0.000000,20.000000,1048574
845,20,41,2536,1048574,True,0.640325,0.640325,0.000000,20.000000,1048574
846,20,33,3220,1048574,True,0.660950,0.660950,0.000000,20.000000,1048574
847,20,33,8584,1048574,True,0.660571,0.660571,0.000000,20.000000,1048574
848,20,15,848,1048574,True,0.490975,0.490975,0.000000,20.000000,1048574
849,20,59,9232,1048574,True,0.717698,0.717698,0.000000,20.000000,1048574
850,20,59,9232,1048574,True,0.724537,0.724537,0.000000,20.000000,1048574
851,20,59,9232,1048574,True,0.730209,0.730209,0.000000,20.000000,1048574
852,20,15,852,1048574,True,0.476111,0.476111,0.000000,20.000000,1048574
853,20,15,2560,1048574,True,0.437702,0.437702,0.000000,20.000000,1048574
854,20,54,2752,1048574,True,0.644116,0.644116,0.000000,20.000000,1048574
855,20,54,5776,1048574,True,0.650424,0.650424,0.000000,20.000000,1048574
856,20,103,9232,1048574,True,0.759320,0.759320,0.000000,20.000000,1048574
857,20,28,2896,1048574,True,0.579914,0.579914,0.000000,20.000000,1048574
858,20,103,9232,1048574,True,0.756793,0.756793,0.000000,20.000000,1048574
859,20,147,9232,1048574,True,0.762964,0.762964,0.000000,20.000000,1048574
860,20,103,9232,1048574,True,0.764842,0.764842,0.000000,20.000000,1048574
861,20,103,9232,1048574,True,0.762285,0.762285,0.000000,20.000000,1048574
862,20,41,4372,1048574,True,0.657949,0.657949,0.000000,20.000000,1048574
863,20,41,13120,1048574,True,0.669889,0.669889,0.000000,20.000000,1048574
864,20,116,9232,1048574,True,0.755541,0.755541,0.000000,20.000000,1048574
865,20,147,9232,1048574,True,0.784286,0.784286,0.000000,20.000000,1048574
866,20,28,1300,1048574,True,0.608343,0.608343,0.000000,20.000000,1048574
867,20,28,3904,1048574,True,0.620000,0.620000,0.000000,20.000000,1048574
868,20,28,868,1048574,True,0.607009,0.607009,0.000000,20.000000,1048574
869,20,28,2608,1048574,True,0.603261,0.603261,0.000000,20.000000,1048574
870,20,28,1960,1048574,True,0.625909,0.625909,0.000000,20.000000,1048574
871,20,178,190996,1048574,True,0.828241,0.828241,0.000000,20.000000,1048574
872,20,116,9232,1048574,True,0.756679,0.756679,0.000000,20.000000,1048574
873,20,147,9232,1048574,True,0.795139,0.795139,0.000000,20.000000,1048574
874,20,116,9232,1048574,True,0.754433,0.754433,0.000000,20.000000,1048574
875,20,28,3940,1048574,True,0.629072,0.629072,0.000000,20.000000,1048574
876,20,54,1672,1048574,True,0.664852,0.664852,0.000000,20.000000,1048574
877,20,54,2632,1048574,True,0.660017,0.660017,0.000000,20.000000,1048574
878,20,54,2968,1048574,True,0.670402,0.670402,0.000000,20.000000,1048574
879,20,147,10024,1048574,True,0.787006,0.787006,0.000000,20.000000,1048574
880,20,116,9232,1048574,True,0.763236,0.763236,0.000000,20.000000,1048574
881,20,116,9232,1048574,True,0.764165,0.764165,0.000000,20.000000,1048574
882,20,28,1492,1048574,True,0.619025,0.619025,0.000000,20.000000,1048574
883,20,28,3976,1048574,True,0.628088,0.628088,0.000000,20.000000,1048574
884,20,116,9232,1048574,True,0.763503,0.763503,0.000000,20.000000,1048574
885,20,116,9232,1048574,True,0.761230,0.761230,0.000000,20.000000,1048574
886,20,54,2248,1048574,True,0.686043,0.686043,0.000000,20.000000,1048574
887,20,54,5992,1048574,True,0.690600,0.690600,0.000000,20.000000,1048574
888,20,72,9232,1048574,True,0.749103,0.749103,0.000000,20.000000,1048574
889,20,147,21688,1048574,True,0.810398,0.810398,0.000000,20.000000,1048574
890,20,72,9232,1048574,True,0.748631,0.748631,0.000000,20.000000,1048574
891,20,46,8584,1048574,True,0.727029,0.727029,0.000000,20.000000,1048574
892,20,72,9232,1048574,True,0.756605,0.756605,0.000000,20.000000,1048574
893,20,72,9232,1048574,True,0.755665,0.755665,0.000000,20.000000,1048574
894,20,98,39364,1048574,True,0.801045,0.801045,0.000000,20.000000,1048574
895,20,98,39364,1048574,True,0.804775,0.804775,0.000000,20.000000,1048574
896,20,23,896,1048574,True,0.507245,0.507245,0.000000,20.000000,1048574
897,20,67,2752,1048574,True,0.682682,0.682682,0.000000,20.000000,1048574
898,20,116,9232,1048574,True,0.771127,0.771127,0.000000,20.000000,1048574
899,20,116,9232,1048574,True,0.777044,0.777044,0.000000,20.000000,1048574
900,20,54,4372,1048574,True,0.698152,0.698152,0.000000,20.000000,1048574
901,20,54,4372,1048574,True,0.699776,0.699776,0.000000,20.000000,1048574
902,20,54,4372,1048574,True,0.712364,0.712364,0.000000,20.000000,1048574
903,20,116,9232,1048574,True,0.778022,0.778022,0.000000,20.000000,1048574
904,20,15,904,1048574,True,0.476942,0.476942,0.000000,20.000000,1048574
905,20,67,5812,1048574,True,0.694789,0.694789,0.000000,20.000000,1048574
906,20,15,1360,1048574,True,0.488111,0.488111,0.000000,20.000000,1048574
907,20,54,13120,1048574,True,0.733462,0.733462,0.000000,20.000000,1048574
908,20,15,1024,1048574,True,0.450422,0.450422,0.000000,20.000000,1048574
909,20,15,2728,1048574,True,0.454798,0.454798,0.000000,20.000000,1048574
910,20,41,3076,1048574,True,0.632748,0.632748,0.000000,20.000000,1048574
911,20,41,9232,1048574,True,0.642099,0.642099,0.000000,20.000000,1048574
912,20,36,912,1048574,True,0.559914,0.559914,0.000000,20.000000,1048574
913,20,129,9232,1048574,True,0.743926,0.743926,0.000000,20.000000,1048574
914,20,129,9232,1048574,True,0.751534,0.751534,0.000000,20.000000,1048574
915,20,129,9232,1048574,True,0.749247,0.749247,0.000000,20.000000,1048574
916,20,36,916,1048574,True,0.567159,0.567159,0.000000,20.000000,1048574
917,20,36,2752,1048574,True,0.564221,0.564221,0.000000,20.000000,1048574
918,20,129,9232,1048574,True,0.752072,0.752072,0.000000,20.000000,1048574
919,20,129,9232,1048574,True,0.753192,0.753192,0.000000,20.000000,1048574
920,20,36,920,1048574,True,0.560731,0.560731,0.000000,20.000000,1048574
921,20,129,9232,1048574,True,0.758323,0.758323,0.000000,20.000000,1048574
922,20,36,1384,1048574,True,0.564516,0.564516,0.000000,20.000000,1048574
923,20,67,10528,1048574,True,0.695121,0.695121,0.000000,20.000000,1048574
924,20,129,9232,1048574,True,0.769008,0.769008,0.000000,20.000000,1048574
925,20,129,9232,1048574,True,0.769414,0.769414,0.000000,20.000000,1048574
926,20,129,9232,1048574,True,0.772895,0.772895,0.000000,20.000000,1048574
927,20,116,15856,1048574,True,0.820128,0.820128,0.000000,20.000000,1048574
928,20,23,928,1048574,True,0.535267,0.535267,0.000000,20.000000,1048574
929,20,129,9232,1048574,True,0.766999,0.766999,0.000000,20.000000,1048574
930,20,36,1396,1048574,True,0.582249,0.582249,0.000000,20.000000,1048574
931,20,36,4192,1048574,True,0.574213,0.574213,0.000000,20.000000,1048574
932,20,85,9232,1048574,True,0.757815,0.757815,0.000000,20.000000,1048574
933,20,85,9232,1048574,True,0.760257,0.760257,0.000000,20.000000,1048574
934,20,85,9232,1048574,True,0.757778,0.757778,0.000000,20.000000,1048574
935,20,129,9232,1048574,True,0.779660,0.779660,0.000000,20.000000,1048574
936,20,23,936,1048574,True,0.540818,0.540818,0.000000,20.000000,1048574
937,20,173,250504,1048574,True,0.874548,0.874548,0.000000,20.000000,1048574
938,20,23,1408,1048574,True,0.529866,0.529866,0.000000,20.000000,1048574
939,20,85,9232,1048574,True,0.758251,0.758251,0.000000,20.000000,1048574
940,20,129,9232,1048574,True,0.770734,0.770734,0.000000,20.000000,1048574
941,20,129,9232,1048574,True,0.768689,0.768689,0.000000,20.000000,1048574
942,20,129,9232,1048574,True,0.775656,0.775656,0.000000,20.000000,1048574
943,20,36,9556,1048574,True,0.615296,0.615296,0.000000,20.000000,1048574
944,20,36,944,1048574,True,0.588690,0.588690,0.000000,20.000000,1048574
945,20,36,2836,1048574,True,0.573020,0.573020,0.000000,20.000000,1048574
946,20,36,1600,1048574,True,0.586415,0.586415,0.000000,20.000000,1048574
947,20,36,4264,1048574,True,0.584904,0.584904,0.000000,20.000000,1048574
948,20,36,948,1048574,True,0.589537,0.589537,0.000000,20.000000,1048574
949,20,36,2848,1048574,True,0.582349,0.582349,0.000000,20.000000,1048574
950,20,28,3616,1048574,True,0.633951,0.633951,0.000000,20.000000,1048574
951,20,28,6424,1048574,True,0.640646,0.640646,0.000000,20.000000,1048574
952,20,36,952,1048574,True,0.607762,0.607762,0.000000,20.000000,1048574
953,20,28,3220,1048574,True,0.617500,0.617500,0.000000,20.000000,1048574
954,20,36,1432,1048574,True,0.606830,0.606830,0.000000,20.000000,1048574
955,20,28,4840,1048574,True,0.637005,0.637005,0.000000,20.000000,1048574
956,20,54,9232,1048574,True,0.700261,0.700261,0.000000,20.000000,1048574
957,20,54,9232,1048574,True,0.699012,0.699012,0.000000,20.000000,1048574
958,20,54,9232,1048574,True,0.709954,0.709954,0.000000,20.000000,1048574
959,20,129,41524,1048574,True,0.794014,0.794014,0.000000,20.000000,1048574
960,20,23,960,1048574,True,0.558619,0.558619,0.000000,20.000000,1048574
961,20,49,2884,1048574,True,0.627056,0.627056,0.000000,20.000000,1048574
962,20,49,2752,1048574,True,0.632657,0.632657,0.000000,20.000000,1048574
963,20,49,4336,1048574,True,0.636857,0.636857,0.000000,20.000000,1048574
964,20,23,964,1048574,True,0.534130,0.534130,0.000000,20.000000,1048574
965,20,23,2896,1048574,True,0.537048,0.537048,0.000000,20.000000,1048574
966,20,23,2176,1048574,True,0.517276,0.517276,0.000000,20.000000,1048574
967,20,142,9232,1048574,True,0.759948,0.759948,0.000000,20.000000,1048574
968,20,98,9232,1048574,True,0.760766,0.760766,0.000000,20.000000,1048574
969,20,49,4912,1048574,True,0.636668,0.636668,0.000000,20.000000,1048574
970,20,98,9232,1048574,True,0.762180,0.762180,0.000000,20.000000,1048574
971,20,36,4372,1048574,True,0.627273,0.627273,0.000000,20.000000,1048574
972,20,98,9232,1048574,True,0.760232,0.760232,0.000000,20.000000,1048574
973,20,98,9232,1048574,True,0.760765,0.760765,0.000000,20.000000,1048574
974,20,142,9232,1048574,True,0.784358,0.784358,0.000000,20.000000,1048574
975,20,142,9880,1048574,True,0.786159,0.786159,0.000000,20.000000,1048574
976,20,23,976,1048574,True,0.577233,0.577233,0.000000,20.000000,1048574
977,20,98,9232,1048574,True,0.767068,0.767068,0.000000,20.000000,1048574
978,20,49,4192,1048574,True,0.656531,0.656531,0.000000,20.000000,1048574
979,20,49,4408,1048574,True,0.655205,0.655205,0.000000,20.000000,1048574
980,20,23,980,1048574,True,0.578539,0.578539,0.000000,20.000000,1048574
981,20,23,2944,1048574,True,0.567458,0.567458,0.000000,20.000000,1048574
982,20,142,9232,1048574,True,0.787529,0.787529,0.000000,20.000000,1048574
983,20,142,9232,1048574,True,0.791500,0.791500,0.000000,20.000000,1048574
984,20,49,984,1048574,True,0.643229,0.643229,0.000000,20.000000,1048574
985,20,23,3328,1048574,True,0.583209,0.583209,0.000000,20.000000,1048574
986,20,49,1480,1048574,True,0.642539,0.642539,0.000000,20.000000,1048574
987,20,36,7504,1048574,True,0.651978,0.651978,0.000000,20.000000,1048574
988,20,49,1672,1048574,True,0.649583,0.649583,0.000000,20.000000,1048574
989,20,49,2968,1048574,True,0.648209,0.648209,0.000000,20.000000,1048574
990,20,98,14308,1048574,True,0.795971,0.795971,0.000000,20.000000,1048574
991,20,98,15064,1048574,True,0.800535,0.800535,0.000000,20.000000,1048574
992,20,111,9232,1048574,True,0.761436,0.761436,0.000000,20.000000,1048574
993,20,93,8080,1048574,True,0.739573,0.739573,0.000000,20.000000,1048574
994,20,23,1492,1048574,True,0.573138,0.573138,0.000000,20.000000,1048574
995,20,23,4480,1048574,True,0.557114,0.557114,0.000000,20.000000,1048574
996,20,49,996,1048574,True,0.668304,0.668304,0.000000,20.000000,1048574
997,20,49,2992,1048574,True,0.669360,0.669360,0.000000,20.000000,1048574
998,20,49,2248,1048574,True,0.666152,0.666152,0.000000,20.000000,1048574
999,20,49,11392,1048574,True,0.664087,0.664087,0.000000,20.000000,1048574
1000,20,111,9232,1048574,True,0.763937,0.763937,0.000000,20.000000,1048574
